code_stock,year,predict_num,min_EPS,avg_EPS,max_EPS,avg_industry_EPS,min_RP,avg_RP,max_RP,avg_industry_RP
600536,2021,9,1.07,1.29,1.91,1.25,5.31,6.40,9.43,8.42
600536,2022,6,1.55,1.78,1.96,1.61,7.68,8.81,9.67,10.71
600549,2020,7,0.18,0.27,0.40,0.54,2.51,3.77,5.62,6.15
600549,2021,6,0.23,0.37,0.49,0.78,3.18,5.18,6.91,8.31
600549,2022,5,0.32,0.51,0.71,0.97,4.46,7.14,9.95,10.71
600557,2020,4,0.96,1.02,1.09,1.56,5.71,6.03,6.46,12.54
600557,2021,3,1.11,1.19,1.27,2.01,6.59,7.05,7.51,15.59
600557,2022,3,1.28,1.40,1.48,2.62,7.60,8.28,8.80,20.04
600563,2020,3,2.10,2.13,2.15,1.17,4.72,4.79,4.85,14.35
600563,2021,3,2.29,2.42,2.54,1.54,5.16,5.46,5.71,18.79
600563,2022,2,2.78,2.89,3.00,1.94,6.25,6.50,6.74,24.60
600567,2020,15,0.29,0.38,0.77,0.76,13.17,17.61,35.39,13.31
600567,2021,13,0.36,0.44,0.54,0.91,16.44,20.24,24.76,15.96
600567,2022,9,0.43,0.51,0.60,1.08,19.80,23.41,27.34,19.26
600580,2020,8,0.67,0.75,0.81,1.66,8.76,9.82,10.50,29.13
600580,2021,8,0.77,0.87,0.99,2.05,9.97,11.35,12.82,34.82
600580,2022,4,0.90,0.95,0.99,2.48,11.65,12.38,12.83,38.43
600582,2020,2,0.27,0.29,0.31,1.42,11.30,12.01,12.73,17.06
600582,2021,2,0.31,0.33,0.35,1.80,12.76,13.67,14.59,20.68
600582,2022,2,0.33,0.37,0.40,2.30,13.66,15.18,16.70,25.05
600584,2020,17,0.32,0.42,0.54,1.17,5.20,6.67,8.63,14.35
600584,2021,17,0.49,0.76,0.97,1.54,7.82,12.20,15.56,18.79
600584,2022,13,0.70,1.02,1.30,1.94,11.23,16.31,20.83,24.60
600597,2020,12,0.38,0.45,0.49,1.01,4.62,5.51,5.99,16.40
600597,2021,12,0.47,0.53,0.58,1.22,5.72,6.44,7.12,19.93
600597,2022,11,0.53,0.61,0.72,1.48,6.54,7.40,8.85,24.65
600598,2020,5,0.51,0.59,0.66,0.38,9.07,10.44,11.72,3.53
600598,2021,5,0.55,0.66,0.75,0.50,9.69,11.70,13.40,4.62
600598,2022,3,0.63,0.70,0.84,0.69,11.17,12.49,15.00,5.16
600633,2020,3,0.45,0.47,0.50,2.19,5.86,6.12,6.46,11.07
600633,2021,3,0.53,0.55,0.57,2.72,6.94,7.21,7.43,13.25
600633,2022,3,0.62,0.66,0.71,3.67,8.06,8.57,9.27,16.08
600639,2020,1,1.22,1.22,1.22,2.28,13.67,13.67,13.67,134.53
600639,2021,1,1.52,1.52,1.52,2.73,17.10,17.10,17.10,157.75
600639,2022,1,1.90,1.90,1.90,3.30,21.36,21.36,21.36,189.18
600640,2020,4,0.13,0.36,0.62,2.19,1.06,2.86,4.93,11.07
600640,2021,3,0.29,0.50,0.70,2.72,2.31,4.00,5.59,13.25
600640,2022,2,0.40,0.78,1.16,3.67,3.18,6.21,9.25,16.08
600642,2020,4,0.44,0.51,0.54,0.66,23.35,24.77,26.27,11.69
600642,2021,4,0.50,0.58,0.69,0.75,26.17,28.05,31.26,13.42
600642,2022,4,0.53,0.61,0.75,0.88,27.33,29.62,34.09,16.64
600643,2020,3,0.86,0.86,0.87,0.55,13.98,14.01,14.05,23.34
600643,2021,3,0.90,0.91,0.92,0.60,14.57,14.80,14.97,25.84
600643,2022,2,0.95,0.95,0.95,0.65,15.34,15.39,15.44,25.37
600648,2020,1,0.90,0.90,0.90,1.52,10.27,10.27,10.27,14.86
600648,2021,1,1.04,1.04,1.04,1.80,11.79,11.79,11.79,17.26
600648,2022,1,1.18,1.18,1.18,2.32,13.44,13.44,13.44,19.84
600649,2020,1,0.45,0.45,0.45,2.28,11.42,11.42,11.42,134.53
600649,2021,1,0.65,0.65,0.65,2.73,16.33,16.33,16.33,157.75
600649,2022,1,0.89,0.89,0.89,3.30,22.39,22.39,22.39,189.18
600699,2020,20,0.49,0.79,1.20,1.11,6.01,9.85,14.80,34.51
600699,2021,20,0.85,1.05,1.69,1.35,10.55,12.97,20.95,41.23
600699,2022,16,0.95,1.24,1.79,1.60,11.78,15.43,22.13,49.72
600704,2020,6,0.50,0.58,0.64,1.52,25.32,29.13,32.42,14.86
600704,2021,6,0.56,0.66,0.74,1.80,28.57,33.55,37.31,17.26
600704,2022,4,0.60,0.68,0.75,2.32,30.31,34.46,38.03,19.84
600707,2020,1,-0.07,-0.07,-0.07,1.17,-2.63,-2.63,-2.63,14.35
600707,2021,1,0.12,0.12,0.12,1.54,4.24,4.24,4.24,18.79
600707,2022,1,0.22,0.22,0.22,1.94,7.73,7.73,7.73,24.60
600717,2020,2,0.27,0.29,0.30,0.52,5.34,5.70,6.06,33.85
600717,2021,2,0.30,0.32,0.34,0.54,5.98,6.42,6.87,34.89
600717,2022,1,0.32,0.32,0.32,0.56,6.52,6.52,6.52,36.03
600718,2020,1,-0.02,-0.02,-0.02,0.94,-0.30,-0.30,-0.30,6.48
600718,2021,1,0.25,0.25,0.25,1.25,3.11,3.11,3.11,8.42
600728,2020,8,0.11,0.18,0.24,0.94,2.01,3.09,4.12,6.48
600728,2021,8,0.23,0.34,0.47,1.25,4.01,6.01,8.22,8.42
600728,2022,7,0.28,0.49,0.68,1.61,4.82,8.52,11.94,10.71
600729,2020,8,2.06,2.49,3.15,0.96,8.37,10.12,12.82,10.42
600729,2021,8,2.64,3.22,3.61,1.21,10.74,13.10,14.68,13.16
600729,2022,5,3.13,4.00,4.49,1.49,12.70,16.26,18.26,16.63
600737,2020,5,0.30,0.46,0.73,1.52,6.34,9.74,15.58,28.77
600737,2021,5,0.35,0.61,0.95,1.82,7.42,13.00,20.23,33.72
600737,2022,3,0.40,0.62,0.75,2.00,8.63,13.36,16.15,32.83
600745,2020,14,1.60,2.95,3.90,1.17,17.97,33.90,43.80,14.35
600745,2021,14,2.25,3.94,4.90,1.54,25.24,45.35,55.04,18.79
600745,2022,9,3.60,4.92,6.35,1.94,43.46,57.51,71.39,24.60
600754,2020,25,0.37,0.75,1.41,0.47,3.57,7.18,13.52,4.54
600754,2021,24,1.16,1.38,1.70,1.18,11.14,13.17,16.30,11.49
600754,2022,19,1.28,1.56,1.91,1.34,12.29,14.94,18.29,12.96
600763,2020,19,1.66,1.88,2.36,1.10,5.64,6.04,7.57,9.38
600763,2021,18,2.26,2.42,2.59,1.42,7.26,7.78,8.31,12.61
600763,2022,16,2.92,3.12,3.38,1.94,9.37,10.04,10.85,15.96
600765,2020,3,0.34,0.39,0.44,0.89,3.18,3.50,4.12,10.67
600765,2021,3,0.39,0.48,0.57,1.06,3.60,4.17,5.29,12.59
600765,2022,3,0.43,0.56,0.69,1.26,4.03,4.85,6.41,15.56
600777,2020,1,0.18,0.18,0.18,0.67,12.37,12.37,12.37,12.43
600777,2021,1,0.20,0.20,0.20,0.77,13.84,13.84,13.84,14.28
600777,2022,1,0.23,0.23,0.23,0.88,15.62,15.62,15.62,16.27
600779,2020,16,1.73,1.80,2.07,6.13,8.45,8.83,10.12,86.64
600779,2021,16,2.06,2.24,2.49,7.40,10.04,10.94,12.16,104.53
600779,2022,12,2.40,2.61,3.20,9.40,11.71,12.72,15.64,132.63
600782,2020,7,0.68,0.88,1.17,0.72,21.69,27.94,37.24,31.04
600782,2021,7,0.72,0.97,1.27,0.80,22.93,30.96,40.57,33.75
600782,2022,6,0.76,1.00,1.20,0.87,24.21,31.85,38.33,36.42
600801,2020,16,2.57,3.10,3.36,1.68,53.83,64.94,70.40,39.40
600801,2021,16,2.88,3.34,3.67,1.95,60.50,70.03,76.87,44.04
600801,2022,12,2.81,3.56,4.05,2.25,58.97,74.82,84.99,50.37
600804,2020,2,0.23,0.24,0.25,2.19,3.33,3.42,3.51,11.07
600804,2021,2,0.30,0.30,0.30,2.72,4.28,4.30,4.32,13.25
600804,2022,2,0.37,0.39,0.41,3.67,5.35,5.59,5.82,16.08
600808,2020,6,0.14,0.18,0.25,0.72,10.74,14.05,19.38,31.04
600808,2021,6,0.19,0.24,0.33,0.80,14.77,18.26,25.39,33.75
600808,2022,4,0.22,0.25,0.26,0.87,16.70,18.66,19.81,36.42
600820,2020,6,0.68,0.73,0.77,0.95,21.53,22.83,24.33,143.44
600820,2021,6,0.76,0.80,0.87,1.07,23.96,25.20,27.32,156.81
600820,2022,5,0.84,0.89,0.96,1.21,26.56,28.03,30.20,188.75
600823,2020,3,0.72,0.75,0.79,2.28,27.14,28.05,29.50,134.53
600823,2021,3,0.79,0.87,0.96,2.73,29.69,32.54,35.84,157.75
600823,2022,2,0.99,1.08,1.16,3.30,37.05,40.29,43.52,189.18
600827,2020,1,0.28,0.28,0.28,0.96,4.91,4.91,4.91,10.42
600827,2021,1,0.45,0.45,0.45,1.21,8.01,8.01,8.01,13.16
600827,2022,1,0.49,0.49,0.49,1.49,8.77,8.77,8.77,16.63
600835,2020,5,1.06,1.14,1.28,0.89,10.85,11.62,13.12,10.67
600835,2021,5,1.13,1.25,1.47,1.06,11.55,12.74,15.02,12.59
600835,2022,5,1.19,1.36,1.64,1.26,12.18,13.90,16.78,15.56
600839,2020,1,0.04,0.04,0.04,1.17,1.98,1.98,1.98,14.35
600839,2021,1,0.04,0.04,0.04,1.54,2.00,2.00,2.00,18.79
600845,2020,21,0.90,0.97,1.04,0.94,10.40,11.20,12.04,6.48
600845,2021,21,1.12,1.20,1.30,1.25,12.97,13.84,14.99,8.42
600845,2022,15,1.27,1.45,1.70,1.61,14.70,16.74,19.69,10.71
600859,2020,9,0.52,0.98,1.67,0.96,4.05,7.61,12.96,10.42
600859,2021,9,1.22,1.35,1.84,1.21,9.50,10.53,14.28,13.16
600859,2022,7,1.34,1.43,1.62,1.49,10.43,11.10,12.57,16.63
600862,2020,15,0.19,0.30,0.37,0.61,2.64,4.24,5.12,17.97
600862,2021,15,0.25,0.40,0.53,0.75,3.45,5.66,7.38,19.43
600862,2022,14,0.32,0.54,0.75,0.97,4.44,7.62,10.50,24.07
600863,2020,6,0.20,0.23,0.27,0.56,11.69,13.56,15.68,47.56
600863,2021,5,0.24,0.27,0.34,0.63,13.88,16.00,19.72,50.43
600863,2022,3,0.24,0.30,0.41,0.71,14.12,17.41,23.86,53.11
600875,2020,5,0.44,0.50,0.53,0.89,13.82,15.48,16.43,10.67
600875,2021,5,0.47,0.55,0.60,1.06,14.52,17.14,18.73,12.59
600875,2022,4,0.57,0.62,0.69,1.26,17.87,19.41,21.43,15.56
600879,2020,13,0.18,0.19,0.22,1.42,4.81,5.23,6.01,17.06
600879,2021,11,0.20,0.22,0.24,1.80,5.51,5.95,6.51,20.68
600879,2022,10,0.23,0.26,0.32,2.30,6.30,7.16,8.76,25.05
600884,2020,9,0.23,0.33,0.40,1.66,2.57,3.65,4.50,29.13
600884,2021,8,0.30,0.42,0.55,2.05,3.35,4.73,6.18,34.82
600884,2022,7,0.39,0.52,0.72,2.48,4.40,5.90,8.09,38.43
600885,2020,20,1.01,1.14,1.70,1.66,7.53,8.50,12.63,29.13
600885,2021,20,1.18,1.40,2.02,2.05,8.79,10.45,15.06,34.82
600885,2022,15,1.41,1.71,2.45,2.48,10.48,12.76,18.25,38.43
600908,2020,4,0.72,0.75,0.76,1.56,13.00,13.73,14.12,735.86
600908,2021,4,0.78,0.84,0.88,1.75,14.00,15.47,16.31,790.69
600908,2022,4,0.86,0.96,1.01,1.97,16.00,17.78,18.63,843.95
600909,2020,2,0.32,0.33,0.33,0.77,11.53,11.77,12.01,70.53
600909,2021,2,0.32,0.36,0.40,0.88,11.61,13.04,14.47,80.82
600909,2022,2,0.34,0.41,0.47,1.02,12.26,14.67,17.07,93.74
600917,2020,2,0.24,0.25,0.26,0.66,3.77,3.95,4.12,11.69
600917,2021,2,0.27,0.29,0.31,0.75,4.18,4.48,4.78,13.42
600917,2022,1,0.34,0.34,0.34,0.88,5.23,5.23,5.23,16.64
600967,2020,13,0.37,0.43,0.54,0.61,6.29,7.26,9.13,17.97
600967,2021,13,0.40,0.50,0.76,0.75,6.94,8.66,12.88,19.43
600967,2022,7,0.46,0.54,0.74,0.97,7.72,9.09,12.56,24.07
600970,2020,5,0.90,0.99,1.04,0.95,16.00,17.28,18.12,143.44
600970,2021,5,1.07,1.12,1.19,1.07,18.59,19.55,20.67,156.81
600970,2022,5,1.16,1.26,1.37,1.21,20.17,21.95,23.86,188.75
600985,2020,9,1.29,1.55,1.73,0.99,28.11,33.71,37.63,89.50
600985,2021,8,1.44,1.65,1.81,1.12,31.31,35.73,39.38,101.02
600985,2022,8,1.49,1.71,1.90,1.16,32.46,37.17,41.32,106.79
600996,2020,1,0.26,0.26,0.26,1.80,2.69,2.69,2.69,28.77
600996,2021,1,0.28,0.28,0.28,2.36,2.91,2.91,2.91,36.50
601000,2020,2,0.29,0.30,0.31,0.52,16.91,17.56,18.21,33.85
601000,2021,2,0.31,0.33,0.34,0.54,18.10,19.11,20.11,34.89
601000,2022,2,0.32,0.35,0.37,0.56,18.91,20.46,22.01,36.03
601001,2020,3,0.41,0.44,0.46,0.99,6.86,7.29,7.65,89.50
601001,2021,2,0.47,0.48,0.49,1.12,7.90,8.07,8.24,101.02
601001,2022,2,0.52,0.53,0.53,1.16,8.73,8.77,8.81,106.79
601003,2020,6,0.57,0.77,1.00,0.72,14.49,19.57,25.52,31.04
601003,2021,6,0.57,0.79,1.06,0.80,14.50,20.35,27.21,33.75
601003,2022,6,0.58,0.83,1.16,0.87,14.90,21.39,29.82,36.42
601005,2020,1,0.06,0.06,0.06,0.72,5.07,5.07,5.07,31.04
601005,2021,1,0.07,0.07,0.07,0.80,6.38,6.38,6.38,33.75
601005,2022,1,0.09,0.09,0.09,0.87,8.28,8.28,8.28,36.42
601098,2020,11,0.62,0.75,0.85,1.19,11.05,13.54,15.27,7.05
601098,2021,10,0.73,0.84,0.96,1.43,13.13,15.08,17.30,8.13
601098,2022,8,0.79,0.91,1.10,1.70,14.20,16.31,19.79,8.26
601100,2020,31,1.69,1.85,2.00,1.42,14.89,16.29,17.65,17.06
601100,2021,31,1.98,2.20,2.49,1.80,17.47,19.46,21.99,20.68
601100,2022,24,2.32,2.55,3.03,2.30,20.45,22.54,26.73,25.05
601128,2020,26,0.73,0.83,2.72,1.56,19.88,22.52,74.55,735.86
601128,2021,26,0.82,0.95,3.21,1.75,22.48,26.06,87.98,790.69
601128,2022,20,0.92,1.00,1.10,1.97,25.33,27.33,30.14,843.95
601139,2020,21,0.38,0.46,0.69,0.66,10.93,13.54,19.85,11.69
601139,2021,19,0.42,0.52,0.62,0.75,12.29,15.34,17.97,13.42
601139,2022,12,0.48,0.58,0.66,0.88,13.67,17.00,19.09,16.64
601168,2020,3,0.30,0.41,0.47,0.37,7.17,9.77,11.22,19.17
601168,2021,3,0.35,0.47,0.54,0.48,8.26,11.24,12.99,25.17
601168,2022,2,0.51,0.56,0.61,0.63,12.07,13.36,14.65,32.13
601179,2020,1,0.18,0.18,0.18,1.66,9.23,9.23,9.23,29.13
601200,2020,11,0.53,0.73,0.84,0.92,6.00,6.74,7.65,7.53
601200,2021,11,0.66,0.93,1.02,1.15,7.40,8.58,9.33,9.24
601200,2022,10,0.73,1.08,1.41,1.42,8.21,10.01,12.85,11.14
601231,2020,20,0.61,0.71,0.93,1.17,13.38,15.52,20.24,14.35
601231,2021,18,0.75,0.88,1.21,1.54,16.44,19.26,26.30,18.79
601231,2022,14,0.84,1.05,1.39,1.94,18.41,22.84,30.33,24.60
601233,2020,29,1.31,1.66,2.08,1.06,24.29,30.68,38.44,33.97
601233,2021,29,1.63,2.08,2.48,1.32,30.09,38.41,45.82,40.52
601233,2022,23,1.87,2.35,2.77,1.60,34.52,43.32,51.20,47.26
601333,2020,8,0.04,0.12,0.22,0.46,3.12,8.20,15.58,71.17
601333,2021,8,0.11,0.14,0.16,0.50,8.13,9.62,11.33,80.93
601333,2022,6,0.14,0.16,0.17,0.57,9.61,10.98,12.07,91.35
601598,2020,4,0.20,0.29,0.34,1.29,14.54,21.22,25.31,7.47
601598,2021,4,0.34,0.38,0.41,1.72,25.26,28.14,30.56,9.93
601598,2022,3,0.40,0.42,0.45,2.32,29.26,30.95,33.28,11.59
601615,2020,17,0.68,0.87,1.07,0.89,9.36,12.01,14.81,10.67
601615,2021,17,0.87,1.12,1.75,1.06,12.05,15.40,24.13,12.59
601615,2022,16,0.80,1.21,1.90,1.26,11.10,16.76,26.17,15.56
601678,2020,3,0.13,0.27,0.42,1.20,2.05,4.15,6.53,11.21
601678,2021,3,0.28,0.34,0.45,1.56,4.26,5.22,6.88,14.81
601678,2022,2,0.40,0.58,0.76,1.97,6.25,9.02,11.80,18.87
601689,2020,27,0.45,0.61,0.81,1.11,4.73,6.39,8.55,34.51
601689,2021,24,0.52,0.77,0.98,1.35,5.50,8.17,10.35,41.23
601689,2022,21,0.61,0.95,1.33,1.60,6.39,9.98,14.08,49.72
601699,2020,8,0.60,0.71,0.83,0.99,17.85,21.35,24.97,89.50
601699,2021,8,0.67,0.78,0.88,1.12,20.17,23.25,26.46,101.02
601699,2022,8,0.74,0.83,0.94,1.16,22.19,24.82,27.98,106.79
601717,2020,6,0.63,0.72,0.84,1.42,10.88,12.50,14.62,17.06
601717,2021,6,0.68,0.80,0.95,1.80,11.73,13.86,16.39,20.68
601717,2022,4,0.73,0.85,0.97,2.30,12.66,14.79,16.85,25.05
601718,2020,1,0.07,0.07,0.07,0.74,2.81,2.81,2.81,7.64
601718,2021,1,0.07,0.07,0.07,0.84,2.99,2.99,2.99,9.24
601718,2022,1,0.08,0.08,0.08,0.99,3.24,3.24,3.24,10.68
601799,2020,27,3.07,3.36,3.71,1.11,8.47,9.28,10.25,34.51
601799,2021,26,3.70,4.21,4.72,1.35,10.22,11.62,13.03,41.23
601799,2022,21,4.43,5.15,5.70,1.60,12.24,14.21,15.73,49.72
601811,2020,2,0.93,0.98,1.03,1.19,11.47,12.06,12.66,7.05
601811,2021,2,1.14,1.21,1.27,1.43,14.03,14.84,15.65,8.13
601811,2022,2,1.21,1.41,1.60,1.70,14.98,17.36,19.73,8.26
601860,2020,6,0.42,0.43,0.46,1.56,15.00,15.85,16.95,735.86
601860,2021,6,0.46,0.49,0.54,1.75,16.82,18.05,19.81,790.69
601860,2022,3,0.50,0.53,0.57,1.97,18.25,19.42,21.02,843.95
601865,2020,15,0.46,0.53,0.59,1.68,8.93,10.20,11.50,39.40
601865,2021,15,0.61,0.73,0.99,1.95,11.85,14.24,19.24,44.04
601865,2022,12,0.69,0.88,1.25,2.25,13.36,17.25,24.38,50.37
601869,2020,5,1.00,1.23,1.40,1.17,7.59,9.26,10.44,14.35
601869,2021,5,1.35,1.53,1.75,1.54,10.21,11.68,13.29,18.79
601869,2022,2,1.60,1.73,1.85,1.94,12.19,13.11,14.02,24.60
601872,2020,8,0.64,0.78,0.94,0.52,43.34,52.29,63.10,33.85
601872,2021,8,0.50,0.79,1.04,0.54,33.56,53.17,70.18,34.89
601872,2022,5,0.60,0.75,1.07,0.56,40.47,50.88,72.13,36.03
601928,2020,4,0.55,0.60,0.67,1.19,13.93,15.26,17.05,7.05
601928,2021,4,0.61,0.66,0.75,1.43,15.43,16.85,19.09,8.13
601928,2022,2,0.62,0.65,0.68,1.70,15.88,16.57,17.26,8.26
601958,2020,9,0.11,0.17,0.22,0.37,3.62,5.47,7.06,19.17
601958,2021,9,0.16,0.20,0.27,0.48,5.01,6.55,8.72,25.17
601958,2022,5,0.17,0.22,0.32,0.63,5.49,7.16,10.26,32.13
601966,2020,21,1.40,1.53,1.75,1.00,16.94,18.34,21.04,9.06
601966,2021,21,1.61,1.77,1.97,1.24,19.31,21.20,23.63,10.88
601966,2022,18,1.77,2.02,2.26,1.62,21.26,24.22,27.07,14.08
603000,2020,1,0.38,0.38,0.38,2.19,4.23,4.23,4.23,11.07
603000,2021,1,0.46,0.46,0.46,2.72,5.09,5.09,5.09,13.25
603000,2022,1,0.54,0.54,0.54,3.67,5.96,5.96,5.96,16.08
603025,2020,1,0.38,0.38,0.38,1.17,3.52,3.52,3.52,14.35
603025,2021,1,0.40,0.40,0.40,1.54,3.70,3.70,3.70,18.79
603056,2020,5,0.36,0.48,0.70,1.11,3.49,4.62,6.77,34.68
603056,2021,5,0.49,0.64,0.94,1.29,4.66,6.13,9.01,40.39
603056,2022,3,0.59,0.68,0.74,1.45,5.68,6.53,7.08,45.76
603198,2020,2,1.03,1.11,1.18,6.13,8.23,8.83,9.42,86.64
603198,2021,2,1.12,1.29,1.45,7.40,8.92,10.25,11.58,104.53
603198,2022,2,1.20,1.44,1.67,9.40,9.61,11.51,13.40,132.63
603225,2020,8,0.90,1.08,1.22,1.06,12.53,15.09,17.13,33.97
603225,2021,8,1.12,1.42,1.93,1.32,15.65,19.84,26.96,40.52
603225,2022,8,1.24,1.72,2.26,1.60,17.34,24.06,31.64,47.26
603228,2020,11,1.12,1.26,1.37,1.17,9.50,10.72,11.67,14.35
603228,2021,11,1.44,1.58,1.68,1.54,12.23,13.41,14.32,18.79
603228,2022,10,1.65,1.93,2.06,1.94,14.02,16.46,17.55,24.60
603233,2020,19,1.40,1.70,1.90,0.96,8.53,9.39,10.23,10.42
603233,2021,18,1.73,2.22,3.35,1.21,10.86,12.00,13.48,13.16
603233,2022,18,2.18,2.81,4.24,1.49,13.30,15.14,17.19,16.63
603317,2020,13,0.56,0.59,0.63,1.01,3.35,3.52,3.78,16.40
603317,2021,13,0.66,0.76,0.84,1.22,3.97,4.55,5.06,19.93
603317,2022,12,0.80,1.00,1.17,1.48,4.80,5.99,6.99,24.65
603338,2020,22,1.88,2.43,2.66,1.42,7.91,8.52,9.24,17.06
603338,2021,22,2.48,3.12,3.45,1.80,10.04,11.09,12.85,20.68
603338,2022,19,3.33,3.88,4.55,2.30,11.54,13.89,16.80,25.05
603355,2020,8,1.17,1.30,1.37,1.66,4.69,5.19,5.49,29.13
603355,2021,7,1.28,1.48,1.66,2.05,5.13,5.95,6.67,34.82
603355,2022,5,1.39,1.61,1.85,2.48,5.58,6.47,7.43,38.43
603377,2020,4,0.17,0.30,0.42,0.31,1.00,1.78,2.47,15.90
603377,2021,4,0.34,0.44,0.48,0.50,2.00,2.57,2.84,22.45
603377,2022,2,0.39,0.45,0.50,0.63,2.29,2.61,2.92,30.71
603444,2020,20,14.21,15.28,16.73,2.19,10.21,10.98,12.02,11.07
603444,2021,20,16.32,18.15,20.63,2.72,11.73,13.04,14.82,13.25
603444,2022,18,18.65,20.69,25.59,3.67,13.40,14.87,18.39,16.08
603486,2020,13,0.28,0.56,0.73,1.66,1.58,3.08,4.14,29.13
603486,2021,12,0.36,0.78,1.06,2.05,2.01,4.31,5.98,34.82
603486,2022,9,0.52,1.05,1.39,2.48,2.91,5.95,7.87,38.43
603515,2020,17,1.00,1.19,1.29,1.66,7.53,9.09,9.82,29.13
603515,2021,17,1.12,1.37,1.48,2.05,8.44,10.42,11.63,34.82
603515,2022,15,1.26,1.55,1.69,2.48,9.53,11.72,12.75,38.43
603517,2020,31,1.21,1.50,1.64,1.52,8.42,9.22,9.97,28.77
603517,2021,31,1.54,1.84,2.07,1.82,10.08,11.28,12.62,33.72
603517,2022,29,1.85,2.19,2.61,2.00,11.49,13.43,15.90,32.83
603556,2020,6,1.19,1.25,1.35,0.92,5.83,6.14,6.64,2.92
603556,2021,5,1.44,1.53,1.62,1.16,7.05,7.50,7.97,3.66
603556,2022,5,1.66,1.83,1.92,1.48,8.12,8.95,9.41,4.55
603568,2020,15,1.23,1.28,1.36,0.92,11.85,12.35,13.12,7.53
603568,2021,15,1.46,1.61,1.84,1.15,14.08,15.57,17.75,9.24
603568,2022,13,1.70,1.99,2.48,1.42,16.45,19.19,23.94,11.14
603650,2020,5,0.64,0.71,0.78,1.20,3.74,4.18,4.57,11.21
603650,2021,5,0.81,0.88,0.93,1.56,4.76,5.14,5.46,14.81
603650,2022,5,0.91,1.01,1.09,1.97,5.34,5.90,6.41,18.87
603659,2020,31,1.65,2.07,2.52,1.66,8.12,9.06,10.95,29.13
603659,2021,30,2.31,2.75,3.65,2.05,10.05,12.05,15.89,34.82
603659,2022,28,2.99,3.52,4.61,2.48,13.50,15.44,20.06,38.43
603707,2020,12,1.05,1.18,1.28,1.56,7.52,8.47,9.20,12.54
603707,2021,12,1.34,1.56,1.89,2.01,9.64,11.23,13.57,15.59
603707,2022,7,1.78,2.12,2.38,2.62,12.80,15.21,17.08,20.04
603712,2020,7,0.60,0.66,0.70,1.17,4.67,5.08,5.40,14.35
603712,2021,7,0.79,0.95,1.05,1.54,6.12,7.09,8.12,18.79
603712,2022,7,1.00,1.29,1.57,1.94,7.74,9.67,12.13,24.60
603806,2020,16,1.27,1.41,1.63,1.00,9.29,10.33,11.91,9.06
603806,2021,16,1.50,1.67,1.97,1.24,11.00,12.25,14.42,10.88
603806,2022,14,1.69,1.98,2.65,1.62,12.40,14.51,19.41,14.08
603816,2020,22,1.89,2.20,2.35,2.40,11.39,13.22,14.16,8.54
603816,2021,22,2.38,2.60,2.87,2.79,14.31,15.64,17.28,10.13
603816,2022,19,2.69,2.99,3.46,3.32,16.16,18.02,20.79,12.05
603866,2020,26,1.18,1.25,1.39,1.01,7.77,8.26,9.13,16.40
603866,2021,26,1.35,1.47,1.61,1.22,8.90,9.67,10.64,19.93
603866,2022,23,1.55,1.74,1.99,1.48,10.21,11.49,13.09,24.65
603868,2020,13,1.52,1.63,1.82,1.66,6.36,7.04,7.91,29.13
603868,2021,13,1.60,1.76,1.96,2.05,6.75,7.64,8.53,34.82
603868,2022,10,1.70,1.89,2.15,2.48,7.40,8.28,9.34,38.43
603877,2020,13,0.91,1.07,1.19,0.74,4.38,5.13,5.71,7.64
603877,2021,13,1.10,1.25,1.37,0.84,5.29,6.01,6.57,9.24
603877,2022,11,1.20,1.40,1.55,0.99,5.75,6.70,7.42,10.68
603882,2020,16,1.10,1.17,1.51,1.10,5.02,5.37,6.91,9.38
603882,2021,16,1.30,1.46,1.66,1.42,5.96,6.69,7.61,12.61
603882,2022,16,1.55,1.85,2.16,1.94,7.12,8.48,9.89,15.96
603883,2020,20,2.10,2.17,2.30,0.96,6.12,6.35,6.72,10.42
603883,2021,19,2.52,2.68,2.91,1.21,7.35,7.84,8.49,13.16
603883,2022,16,3.03,3.29,3.62,1.49,8.85,9.62,10.57,16.63
603885,2020,13,-0.80,-0.03,1.11,0.35,-15.66,-0.54,21.82,0.62
603885,2021,13,0.44,0.79,1.20,1.25,8.59,15.59,23.59,42.34
603885,2022,10,0.62,0.87,1.06,1.46,12.28,17.20,20.85,50.97
603888,2020,1,0.59,0.59,0.59,2.19,3.06,3.06,3.06,11.07
603888,2021,1,0.66,0.66,0.66,2.72,3.45,3.45,3.45,13.25
603888,2022,1,0.76,0.76,0.76,3.67,3.93,3.93,3.93,16.08
603939,2020,21,1.33,1.36,1.45,0.96,7.03,7.20,7.71,10.42
603939,2021,20,1.70,1.77,1.90,1.21,9.04,9.40,10.08,13.16
603939,2022,18,2.17,2.29,2.47,1.49,11.53,12.16,13.10,16.63
603983,2020,27,1.36,1.44,1.52,1.20,5.57,5.82,6.11,11.21
603983,2021,27,1.62,1.74,1.93,1.56,6.52,7.01,7.74,14.81
603983,2022,25,1.82,2.05,2.37,1.97,7.30,8.27,9.52,18.87
000008,2020,3,0.20,0.21,0.22,0.61,5.06,5.69,6.20,17.97
000008,2021,3,0.20,0.25,0.29,0.75,6.45,7.29,8.08,19.43
000008,2022,1,0.30,0.30,0.30,0.97,7.74,7.74,7.74,24.07
